,Referee,B365H lag 7 matches,B365H lag 6 matches,B365H lag 5 matches,B365H lag 4 matches,B365H lag 3 matches,B365H lag 2 matches,B365H lag 1 match,B365H most recent match,B365D lag 7 matches,B365D lag 6 matches,B365D lag 5 matches,B365D lag 4 matches,B365D lag 3 matches,B365D lag 2 matches,B365D lag 1 match,B365D most recent match,B365A lag 7 matches,B365A lag 6 matches,B365A lag 5 matches,B365A lag 4 matches,B365A lag 3 matches,B365A lag 2 matches,B365A lag 1 match,B365A most recent match,HICT lag 7 matches,HICT lag 6 matches,HICT lag 5 matches,HICT lag 4 matches,HICT lag 3 matches,HICT lag 2 matches,HICT lag 1 match,HICT most recent match,AICT lag 7 matches,AICT lag 6 matches,AICT lag 5 matches,AICT lag 4 matches,AICT lag 3 matches,AICT lag 2 matches,AICT lag 1 match,AICT most recent match,DifICT lag 7 matches,DifICT lag 6 matches,DifICT lag 5 matches,DifICT lag 4 matches,DifICT lag 3 matches,DifICT lag 2 matches,DifICT lag 1 match,DifICT most recent match
172,A Taylor,1.18,8.0,1.9,6.5,8.0,3.4,1.65,3.75,7.5,4.75,3.4,4.75,5.5,3.6,3.75,3.5,13.0,1.4,4.2,1.44,1.33,2.1,5.5,2.0,9219.000000000002,7822.4,8010.699999999999,8034.299999999999,8468.2,7874.900000000001,8078.799999999999,8001.099999999999,8366.7,8352.100000000002,7647.900000000001,8832.9,9116.8,8391.800000000001,7708.4000000000015,8456.099999999997,852.3000000000011,-529.7000000000025,362.79999999999836,-798.6000000000004,-648.5999999999985,-516.9000000000005,370.3999999999978,-454.99999999999727
173,D Coote,8.0,1.9,6.5,8.0,3.4,1.65,3.75,19.0,4.75,3.4,4.75,5.5,3.6,3.75,3.5,8.0,1.4,4.2,1.44,1.33,2.1,5.5,2.0,1.14,7822.4,8010.699999999999,8034.299999999999,8468.2,7874.900000000001,8078.799999999999,8001.099999999999,7708.6,8352.100000000002,7647.900000000001,8832.9,9116.8,8391.800000000001,7708.4000000000015,8456.099999999997,9181.800000000001,-529.7000000000025,362.79999999999836,-798.6000000000004,-648.5999999999985,-516.9000000000005,370.3999999999978,-454.99999999999727,-1473.2000000000007
174,M Dean,1.9,6.5,8.0,3.4,1.65,3.75,19.0,1.4,3.4,4.75,5.5,3.6,3.75,3.5,8.0,4.5,4.2,1.44,1.33,2.1,5.5,2.0,1.14,7.5,8010.699999999999,8034.299999999999,8468.2,7874.900000000001,8078.799999999999,8001.099999999999,7708.6,8903.6,7647.900000000001,8832.9,9116.8,8391.800000000001,7708.4000000000015,8456.099999999997,9181.800000000001,7969.300000000001,362.79999999999836,-798.6000000000004,-648.5999999999985,-516.9000000000005,370.3999999999978,-454.99999999999727,-1473.2000000000007,934.2999999999993
175,J Moss,6.5,8.0,3.4,1.65,3.75,19.0,1.4,1.36,4.75,5.5,3.6,3.75,3.5,8.0,4.5,5.0,1.44,1.33,2.1,5.5,2.0,1.14,7.5,9.0,8034.299999999999,8468.2,7874.900000000001,8078.799999999999,8001.099999999999,7708.6,8903.6,8896.9,8832.9,9116.8,8391.800000000001,7708.4000000000015,8456.099999999997,9181.800000000001,7969.300000000001,7910.7,-798.6000000000004,-648.5999999999985,-516.9000000000005,370.3999999999978,-454.99999999999727,-1473.2000000000007,934.2999999999993,986.1999999999998
176,S Attwell,8.0,3.4,1.65,3.75,19.0,1.4,1.36,5.75,5.5,3.6,3.75,3.5,8.0,4.5,5.0,4.75,1.33,2.1,5.5,2.0,1.14,7.5,9.0,1.5,8468.2,7874.900000000001,8078.799999999999,8001.099999999999,7708.6,8903.6,8896.9,8507.5,9116.8,8391.800000000001,7708.4000000000015,8456.099999999997,9181.800000000001,7969.300000000001,7910.7,9233.900000000001,-648.5999999999985,-516.9000000000005,370.3999999999978,-454.99999999999727,-1473.2000000000007,934.2999999999993,986.1999999999998,-726.4000000000015
177,R Jones,3.4,1.65,3.75,19.0,1.4,1.36,5.75,5.0,3.6,3.75,3.5,8.0,4.5,5.0,4.75,4.2,2.1,5.5,2.0,1.14,7.5,9.0,1.5,1.61,7874.900000000001,8078.799999999999,8001.099999999999,7708.6,8903.6,8896.9,8507.5,7925.8,8391.800000000001,7708.4000000000015,8456.099999999997,9181.800000000001,7969.300000000001,7910.7,9233.900000000001,8534.199999999997,-516.9000000000005,370.3999999999978,-454.99999999999727,-1473.2000000000007,934.2999999999993,986.1999999999998,-726.4000000000015,-608.3999999999969
178,D England,1.65,3.75,19.0,1.4,1.36,5.75,5.0,3.1,3.75,3.5,8.0,4.5,5.0,4.75,4.2,3.4,5.5,2.0,1.14,7.5,9.0,1.5,1.61,2.3,8078.799999999999,8001.099999999999,7708.6,8903.6,8896.9,8507.5,7925.8,8156.4,7708.4000000000015,8456.099999999997,9181.800000000001,7969.300000000001,7910.7,9233.900000000001,8534.199999999997,8463.7,370.3999999999978,-454.99999999999727,-1473.2000000000007,934.2999999999993,986.1999999999998,-726.4000000000015,-608.3999999999969,-307.3000000000011
179,P Tierney,3.75,19.0,1.4,1.36,5.75,5.0,3.1,2.05,3.5,8.0,4.5,5.0,4.75,4.2,3.4,3.5,2.0,1.14,7.5,9.0,1.5,1.61,2.3,3.5,8001.099999999999,7708.6,8903.6,8896.9,8507.5,7925.8,8156.4,8081.7,8456.099999999997,9181.800000000001,7969.300000000001,7910.7,9233.900000000001,8534.199999999997,8463.7,7954.5,-454.99999999999727,-1473.2000000000007,934.2999999999993,986.1999999999998,-726.4000000000015,-608.3999999999969,-307.3000000000011,127.19999999999982
180,C Pawson,19.0,1.4,1.36,5.75,5.0,3.1,2.05,3.0,8.0,4.5,5.0,4.75,4.2,3.4,3.5,3.3,1.14,7.5,9.0,1.5,1.61,2.3,3.5,2.4,7708.6,8903.6,8896.9,8507.5,7925.8,8156.4,8081.7,7733.6,9181.800000000001,7969.300000000001,7910.7,9233.900000000001,8534.199999999997,8463.7,7954.5,8236.2,-1473.2000000000007,934.2999999999993,986.1999999999998,-726.4000000000015,-608.3999999999969,-307.3000000000011,127.19999999999982,-502.60000000000036
181,J Brooks,1.4,1.36,5.75,5.0,3.1,2.05,3.0,2.75,4.5,5.0,4.75,4.2,3.4,3.5,3.3,3.2,7.5,9.0,1.5,1.61,2.3,3.5,2.4,2.62,8903.6,8896.9,8507.5,7925.8,8156.4,8081.7,7733.6,8326.000000000002,7969.300000000001,7910.7,9233.900000000001,8534.199999999997,8463.7,7954.5,8236.2,8031.600000000001,934.2999999999993,986.1999999999998,-726.4000000000015,-608.3999999999969,-307.3000000000011,127.19999999999982,-502.60000000000036,294.40000000000055
182,A Taylor,1.36,5.75,5.0,3.1,2.05,3.0,2.75,3.1,5.0,4.75,4.2,3.4,3.5,3.3,3.2,3.5,9.0,1.5,1.61,2.3,3.5,2.4,2.62,2.25,8896.9,8507.5,7925.8,8156.4,8081.7,7733.6,8326.000000000002,8961.6,7910.7,9233.900000000001,8534.199999999997,8463.7,7954.5,8236.2,8031.600000000001,9182.599999999999,986.1999999999998,-726.4000000000015,-608.3999999999969,-307.3000000000011,127.19999999999982,-502.60000000000036,294.40000000000055,-220.99999999999818
183,M Dean,5.75,5.0,3.1,2.05,3.0,2.75,3.1,1.53,4.75,4.2,3.4,3.5,3.3,3.2,3.5,4.33,1.5,1.61,2.3,3.5,2.4,2.62,2.25,6.0,8507.5,7925.8,8156.4,8081.7,7733.6,8326.000000000002,8961.6,8956.6,9233.900000000001,8534.199999999997,8463.7,7954.5,8236.2,8031.600000000001,9182.599999999999,8169.999999999998,-726.4000000000015,-608.3999999999969,-307.3000000000011,127.19999999999982,-502.60000000000036,294.40000000000055,-220.99999999999818,786.6000000000022
184,S Attwell,5.0,3.1,2.05,3.0,2.75,3.1,1.53,2.05,4.2,3.4,3.5,3.3,3.2,3.5,4.33,3.4,1.61,2.3,3.5,2.4,2.62,2.25,6.0,3.6,7925.8,8156.4,8081.7,7733.6,8326.000000000002,8961.6,8956.6,8039.499999999999,8534.199999999997,8463.7,7954.5,8236.2,8031.600000000001,9182.599999999999,8169.999999999998,7703.400000000001,-608.3999999999969,-307.3000000000011,127.19999999999982,-502.60000000000036,294.40000000000055,-220.99999999999818,786.6000000000022,336.09999999999854
185,S Hooper,3.1,2.05,3.0,2.75,3.1,1.53,2.05,1.28,3.4,3.5,3.3,3.2,3.5,4.33,3.4,5.5,2.3,3.5,2.4,2.62,2.25,6.0,3.6,10.0,8156.4,8081.7,7733.6,8326.000000000002,8961.6,8956.6,8039.499999999999,8424.0,8463.7,7954.5,8236.2,8031.600000000001,9182.599999999999,8169.999999999998,7703.400000000001,7754.600000000001,-307.3000000000011,127.19999999999982,-502.60000000000036,294.40000000000055,-220.99999999999818,786.6000000000022,336.09999999999854,669.3999999999987
186,R Jones,2.05,3.0,2.75,3.1,1.53,2.05,1.28,2.05,3.5,3.3,3.2,3.5,4.33,3.4,5.5,3.3,3.5,2.4,2.62,2.25,6.0,3.6,10.0,3.8,8081.7,7733.6,8326.000000000002,8961.6,8956.6,8039.499999999999,8424.0,8067.5999999999985,7954.5,8236.2,8031.600000000001,9182.599999999999,8169.999999999998,7703.400000000001,7754.600000000001,7985.8,127.19999999999982,-502.60000000000036,294.40000000000055,-220.99999999999818,786.6000000000022,336.09999999999854,669.3999999999987,81.79999999999836
187,M Salisbury,3.0,2.75,3.1,1.53,2.05,1.28,2.05,2.25,3.3,3.2,3.5,4.33,3.4,5.5,3.3,3.2,2.4,2.62,2.25,6.0,3.6,10.0,3.8,3.4,7733.6,8326.000000000002,8961.6,8956.6,8039.499999999999,8424.0,8067.5999999999985,8221.9,8236.2,8031.600000000001,9182.599999999999,8169.999999999998,7703.400000000001,7754.600000000001,7985.8,8093.899999999999,-502.60000000000036,294.40000000000055,-220.99999999999818,786.6000000000022,336.09999999999854,669.3999999999987,81.79999999999836,128.0000000000009
188,C Pawson,2.75,3.1,1.53,2.05,1.28,2.05,2.25,1.65,3.2,3.5,4.33,3.4,5.5,3.3,3.2,4.0,2.62,2.25,6.0,3.6,10.0,3.8,3.4,5.0,8326.000000000002,8961.6,8956.6,8039.499999999999,8424.0,8067.5999999999985,8221.9,9306.600000000002,8031.600000000001,9182.599999999999,8169.999999999998,7703.400000000001,7754.600000000001,7985.8,8093.899999999999,8925.300000000001,294.40000000000055,-220.99999999999818,786.6000000000022,336.09999999999854,669.3999999999987,81.79999999999836,128.0000000000009,381.3000000000011
189,P Tierney,3.1,1.53,2.05,1.28,2.05,2.25,1.65,2.0,3.5,4.33,3.4,5.5,3.3,3.2,4.0,3.6,2.25,6.0,3.6,10.0,3.8,3.4,5.0,3.6,8961.6,8956.6,8039.499999999999,8424.0,8067.5999999999985,8221.9,9306.600000000002,8082.4,9182.599999999999,8169.999999999998,7703.400000000001,7754.600000000001,7985.8,8093.899999999999,8925.300000000001,7884.9,-220.99999999999818,786.6000000000022,336.09999999999854,669.3999999999987,81.79999999999836,128.0000000000009,381.3000000000011,197.5
190,D Coote,1.53,2.05,1.28,2.05,2.25,1.65,2.0,2.87,4.33,3.4,5.5,3.3,3.2,4.0,3.6,3.5,6.0,3.6,10.0,3.8,3.4,5.0,3.6,2.4,8956.6,8039.499999999999,8424.0,8067.5999999999985,8221.9,9306.600000000002,8082.4,8230.5,8169.999999999998,7703.400000000001,7754.600000000001,7985.8,8093.899999999999,8925.300000000001,7884.9,8892.5,786.6000000000022,336.09999999999854,669.3999999999987,81.79999999999836,128.0000000000009,381.3000000000011,197.5,-662.0
191,A Madley,2.05,1.28,2.05,2.25,1.65,2.0,2.87,3.75,3.4,5.5,3.3,3.2,4.0,3.6,3.5,3.5,3.6,10.0,3.8,3.4,5.0,3.6,2.4,2.0,8039.499999999999,8424.0,8067.5999999999985,8221.9,9306.600000000002,8082.4,8230.5,7844.7,7703.400000000001,7754.600000000001,7985.8,8093.899999999999,8925.300000000001,7884.9,8892.5,8336.699999999999,336.09999999999854,669.3999999999987,81.79999999999836,128.0000000000009,381.3000000000011,197.5,-662.0,-491.9999999999991
192,J Moss,1.28,2.05,2.25,1.65,2.0,2.87,3.75,1.3,5.5,3.3,3.2,4.0,3.6,3.5,3.5,5.5,10.0,3.8,3.4,5.0,3.6,2.4,2.0,10.0,8424.0,8067.5999999999985,8221.9,9306.600000000002,8082.4,8230.5,7844.7,9107.199999999999,7754.600000000001,7985.8,8093.899999999999,8925.300000000001,7884.9,8892.5,8336.699999999999,7744.8,669.3999999999987,81.79999999999836,128.0000000000009,381.3000000000011,197.5,-662.0,-491.9999999999991,1362.3999999999987
193,M Dean,2.05,2.25,1.65,2.0,2.87,3.75,1.3,1.61,3.3,3.2,4.0,3.6,3.5,3.5,5.5,4.2,3.8,3.4,5.0,3.6,2.4,2.0,10.0,5.0,8067.5999999999985,8221.9,9306.600000000002,8082.4,8230.5,7844.7,9107.199999999999,8483.9,7985.8,8093.899999999999,8925.300000000001,7884.9,8892.5,8336.699999999999,7744.8,8012.9,81.79999999999836,128.0000000000009,381.3000000000011,197.5,-662.0,-491.9999999999991,1362.3999999999987,471.0
194,K Friend,2.25,1.65,2.0,2.87,3.75,1.3,1.61,4.75,3.2,4.0,3.6,3.5,3.5,5.5,4.2,3.75,3.4,5.0,3.6,2.4,2.0,10.0,5.0,1.72,8221.9,9306.600000000002,8082.4,8230.5,7844.7,9107.199999999999,8483.9,8119.999999999998,8093.899999999999,8925.300000000001,7884.9,8892.5,8336.699999999999,7744.8,8012.9,8953.6,128.0000000000009,381.3000000000011,197.5,-662.0,-491.9999999999991,1362.3999999999987,471.0,-833.6000000000022
195,J Moss,1.65,2.0,2.87,3.75,1.3,1.61,4.75,3.0,4.0,3.6,3.5,3.5,5.5,4.2,3.75,3.5,5.0,3.6,2.4,2.0,10.0,5.0,1.72,2.3,9306.600000000002,8082.4,8230.5,7844.7,9107.199999999999,8483.9,8119.999999999998,8512.7,8925.300000000001,7884.9,8892.5,8336.699999999999,7744.8,8012.9,8953.6,8617.799999999997,381.3000000000011,197.5,-662.0,-491.9999999999991,1362.3999999999987,471.0,-833.6000000000022,-105.09999999999673
196,A Marriner,2.0,2.87,3.75,1.3,1.61,4.75,3.0,4.5,3.6,3.5,3.5,5.5,4.2,3.75,3.5,3.7,3.6,2.4,2.0,10.0,5.0,1.72,2.3,1.8,8082.4,8230.5,7844.7,9107.199999999999,8483.9,8119.999999999998,8512.7,7776.1,7884.9,8892.5,8336.699999999999,7744.8,8012.9,8953.6,8617.799999999997,8947.5,197.5,-662.0,-491.9999999999991,1362.3999999999987,471.0,-833.6000000000022,-105.09999999999673,-1171.3999999999996
197,M Dean,2.87,3.75,1.3,1.61,4.75,3.0,4.5,2.0,3.5,3.5,5.5,4.2,3.75,3.5,3.7,3.5,2.4,2.0,10.0,5.0,1.72,2.3,1.8,3.75,8230.5,7844.7,9107.199999999999,8483.9,8119.999999999998,8512.7,7776.1,7959.0,8892.5,8336.699999999999,7744.8,8012.9,8953.6,8617.799999999997,8947.5,7786.9000000000015,-662.0,-491.9999999999991,1362.3999999999987,471.0,-833.6000000000022,-105.09999999999673,-1171.3999999999996,172.09999999999854
198,S Hooper,3.75,1.3,1.61,4.75,3.0,4.5,2.0,10.0,3.5,5.5,4.2,3.75,3.5,3.7,3.5,6.5,2.0,10.0,5.0,1.72,2.3,1.8,3.75,1.25,7844.7,9107.199999999999,8483.9,8119.999999999998,8512.7,7776.1,7959.0,8098.299999999999,8336.699999999999,7744.8,8012.9,8953.6,8617.799999999997,8947.5,7786.9000000000015,9293.400000000001,-491.9999999999991,1362.3999999999987,471.0,-833.6000000000022,-105.09999999999673,-1171.3999999999996,172.09999999999854,-1195.1000000000022
199,C Pawson,1.3,1.61,4.75,3.0,4.5,2.0,10.0,2.75,5.5,4.2,3.75,3.5,3.7,3.5,6.5,3.25,10.0,5.0,1.72,2.3,1.8,3.75,1.25,2.62,9107.199999999999,8483.9,8119.999999999998,8512.7,7776.1,7959.0,8098.299999999999,8391.500000000002,7744.8,8012.9,8953.6,8617.799999999997,8947.5,7786.9000000000015,9293.400000000001,8292.6,1362.3999999999987,471.0,-833.6000000000022,-105.09999999999673,-1171.3999999999996,172.09999999999854,-1195.1000000000022,98.90000000000146
200,C Kavanagh,1.61,4.75,3.0,4.5,2.0,10.0,2.75,2.0,4.2,3.75,3.5,3.7,3.5,6.5,3.25,3.5,5.0,1.72,2.3,1.8,3.75,1.25,2.62,3.75,8483.9,8119.999999999998,8512.7,7776.1,7959.0,8098.299999999999,8391.500000000002,8161.7,8012.9,8953.6,8617.799999999997,8947.5,7786.9000000000015,9293.400000000001,8292.6,7941.1,471.0,-833.6000000000022,-105.09999999999673,-1171.3999999999996,172.09999999999854,-1195.1000000000022,98.90000000000146,220.59999999999945
201,J Moss,4.75,3.0,4.5,2.0,10.0,2.75,2.0,1.85,3.75,3.5,3.7,3.5,6.5,3.25,3.5,3.8,1.72,2.3,1.8,3.75,1.25,2.62,3.75,4.0,8119.999999999998,8512.7,7776.1,7959.0,8098.299999999999,8391.500000000002,8161.7,8997.0,8953.6,8617.799999999997,8947.5,7786.9000000000015,9293.400000000001,8292.6,7941.1,8524.1,-833.6000000000022,-105.09999999999673,-1171.3999999999996,172.09999999999854,-1195.1000000000022,98.90000000000146,220.59999999999945,472.89999999999964
202,P Bankes,3.0,4.5,2.0,10.0,2.75,2.0,1.85,3.2,3.5,3.7,3.5,6.5,3.25,3.5,3.8,2.8,2.3,1.8,3.75,1.25,2.62,3.75,4.0,2.6,8512.7,7776.1,7959.0,8098.299999999999,8391.500000000002,8161.7,8997.0,7845.1,8617.799999999997,8947.5,7786.9000000000015,9293.400000000001,8292.6,7941.1,8524.1,8228.699999999999,-105.09999999999673,-1171.3999999999996,172.09999999999854,-1195.1000000000022,98.90000000000146,220.59999999999945,472.89999999999964,-383.59999999999854
203,M Atkinson,4.5,2.0,10.0,2.75,2.0,1.85,3.2,2.5,3.7,3.5,6.5,3.25,3.5,3.8,2.8,3.25,1.8,3.75,1.25,2.62,3.75,4.0,2.6,2.9,7776.1,7959.0,8098.299999999999,8391.500000000002,8161.7,8997.0,7845.1,8568.400000000001,8947.5,7786.9000000000015,9293.400000000001,8292.6,7941.1,8524.1,8228.699999999999,8093.4000000000015,-1171.3999999999996,172.09999999999854,-1195.1000000000022,98.90000000000146,220.59999999999945,472.89999999999964,-383.59999999999854,475.0
204,P Tierney,2.0,10.0,2.75,2.0,1.85,3.2,2.5,1.61,3.5,6.5,3.25,3.5,3.8,2.8,3.25,4.2,3.75,1.25,2.62,3.75,4.0,2.6,2.9,5.0,7959.0,8098.299999999999,8391.500000000002,8161.7,8997.0,7845.1,8568.400000000001,9021.0,7786.9000000000015,9293.400000000001,8292.6,7941.1,8524.1,8228.699999999999,8093.4000000000015,8716.799999999997,172.09999999999854,-1195.1000000000022,98.90000000000146,220.59999999999945,472.89999999999964,-383.59999999999854,475.0,304.20000000000255
205,D Coote,10.0,2.75,2.0,1.85,3.2,2.5,1.61,1.36,6.5,3.25,3.5,3.8,2.8,3.25,4.2,4.75,1.25,2.62,3.75,4.0,2.6,2.9,5.0,9.0,8098.299999999999,8391.500000000002,8161.7,8997.0,7845.1,8568.400000000001,9021.0,8535.0,9293.400000000001,8292.6,7941.1,8524.1,8228.699999999999,8093.4000000000015,8716.799999999997,7991.0,-1195.1000000000022,98.90000000000146,220.59999999999945,472.89999999999964,-383.59999999999854,475.0,304.20000000000255,544.0
206,K Friend,2.75,2.0,1.85,3.2,2.5,1.61,1.36,6.0,3.25,3.5,3.8,2.8,3.25,4.2,4.75,4.2,2.62,3.75,4.0,2.6,2.9,5.0,9.0,1.53,8391.500000000002,8161.7,8997.0,7845.1,8568.400000000001,9021.0,8535.0,8233.9,8292.6,7941.1,8524.1,8228.699999999999,8093.4000000000015,8716.799999999997,7991.0,9232.899999999998,98.90000000000146,220.59999999999945,472.89999999999964,-383.59999999999854,475.0,304.20000000000255,544.0,-998.9999999999982
207,C Pawson,2.0,1.85,3.2,2.5,1.61,1.36,6.0,2.2,3.5,3.8,2.8,3.25,4.2,4.75,4.2,3.25,3.75,4.0,2.6,2.9,5.0,9.0,1.53,3.5,8161.7,8997.0,7845.1,8568.400000000001,9021.0,8535.0,8233.9,7958.299999999999,7941.1,8524.1,8228.699999999999,8093.4000000000015,8716.799999999997,7991.0,9232.899999999998,7944.2,220.59999999999945,472.89999999999964,-383.59999999999854,475.0,304.20000000000255,544.0,-998.9999999999982,14.099999999999454
208,M Dean,1.85,3.2,2.5,1.61,1.36,6.0,2.2,5.5,3.8,2.8,3.25,4.2,4.75,4.2,3.25,4.0,4.0,2.6,2.9,5.0,9.0,1.53,3.5,1.61,8997.0,7845.1,8568.400000000001,9021.0,8535.0,8233.9,7958.299999999999,7995.099999999999,8524.1,8228.699999999999,8093.4000000000015,8716.799999999997,7991.0,9232.899999999998,7944.2,9022.5,472.89999999999964,-383.59999999999854,475.0,304.20000000000255,544.0,-998.9999999999982,14.099999999999454,-1027.4000000000005
209,A Taylor,3.2,2.5,1.61,1.36,6.0,2.2,5.5,2.5,2.8,3.25,4.2,4.75,4.2,3.25,4.0,3.25,2.6,2.9,5.0,9.0,1.53,3.5,1.61,2.87,7845.1,8568.400000000001,9021.0,8535.0,8233.9,7958.299999999999,7995.099999999999,8128.799999999999,8228.699999999999,8093.4000000000015,8716.799999999997,7991.0,9232.899999999998,7944.2,9022.5,8388.999999999998,-383.59999999999854,475.0,304.20000000000255,544.0,-998.9999999999982,14.099999999999454,-1027.4000000000005,-260.1999999999989
210,M Atkinson,2.5,1.61,1.36,6.0,2.2,5.5,2.5,1.55,3.25,4.2,4.75,4.2,3.25,4.0,3.25,4.2,2.9,5.0,9.0,1.53,3.5,1.61,2.87,5.75,8568.400000000001,9021.0,8535.0,8233.9,7958.299999999999,7995.099999999999,8128.799999999999,8549.699999999999,8093.4000000000015,8716.799999999997,7991.0,9232.899999999998,7944.2,9022.5,8388.999999999998,7993.599999999999,475.0,304.20000000000255,544.0,-998.9999999999982,14.099999999999454,-1027.4000000000005,-260.1999999999989,556.0999999999995
211,D Coote,1.61,1.36,6.0,2.2,5.5,2.5,1.55,1.6,4.2,4.75,4.2,3.25,4.0,3.25,4.2,4.0,5.0,9.0,1.53,3.5,1.61,2.87,5.75,5.5,9021.0,8535.0,8233.9,7958.299999999999,7995.099999999999,8128.799999999999,8549.699999999999,8754.400000000001,8716.799999999997,7991.0,9232.899999999998,7944.2,9022.5,8388.999999999998,7993.599999999999,8142.899999999999,304.20000000000255,544.0,-998.9999999999982,14.099999999999454,-1027.4000000000005,-260.1999999999989,556.0999999999995,611.5000000000027
212,D England,1.36,6.0,2.2,5.5,2.5,1.55,1.6,1.1,4.75,4.2,3.25,4.0,3.25,4.2,4.0,9.5,9.0,1.53,3.5,1.61,2.87,5.75,5.5,23.0,8535.0,8233.9,7958.299999999999,7995.099999999999,8128.799999999999,8549.699999999999,8754.400000000001,9354.700000000003,7991.0,9232.899999999998,7944.2,9022.5,8388.999999999998,7993.599999999999,8142.899999999999,7781.400000000001,544.0,-998.9999999999982,14.099999999999454,-1027.4000000000005,-260.1999999999989,556.0999999999995,611.5000000000027,1573.300000000002
213,P Tierney,6.0,2.2,5.5,2.5,1.55,1.6,1.1,3.5,4.2,3.25,4.0,3.25,4.2,4.0,9.5,3.25,1.53,3.5,1.61,2.87,5.75,5.5,23.0,2.15,8233.9,7958.299999999999,7995.099999999999,8128.799999999999,8549.699999999999,8754.400000000001,9354.700000000003,7891.3,9232.899999999998,7944.2,9022.5,8388.999999999998,7993.599999999999,8142.899999999999,7781.400000000001,8016.6,-998.9999999999982,14.099999999999454,-1027.4000000000005,-260.1999999999989,556.0999999999995,611.5000000000027,1573.300000000002,-125.30000000000018
214,J Gillett,2.2,5.5,2.5,1.55,1.6,1.1,3.5,1.8,3.25,4.0,3.25,4.2,4.0,9.5,3.25,3.8,3.5,1.61,2.87,5.75,5.5,23.0,2.15,4.2,7958.299999999999,7995.099999999999,8128.799999999999,8549.699999999999,8754.400000000001,9354.700000000003,7891.3,8296.8,7944.2,9022.5,8388.999999999998,7993.599999999999,8142.899999999999,7781.400000000001,8016.6,8087.7,14.099999999999454,-1027.4000000000005,-260.1999999999989,556.0999999999995,611.5000000000027,1573.300000000002,-125.30000000000018,209.09999999999945
215,M Oliver,5.5,2.5,1.55,1.6,1.1,3.5,1.8,3.5,4.0,3.25,4.2,4.0,9.5,3.25,3.8,3.2,1.61,2.87,5.75,5.5,23.0,2.15,4.2,2.2,7995.099999999999,8128.799999999999,8549.699999999999,8754.400000000001,9354.700000000003,7891.3,8296.8,8275.5,9022.5,8388.999999999998,7993.599999999999,8142.899999999999,7781.400000000001,8016.6,8087.7,8424.600000000002,-1027.4000000000005,-260.1999999999989,556.0999999999995,611.5000000000027,1573.300000000002,-125.30000000000018,209.09999999999945,-149.10000000000218
216,C Kavanagh,2.5,1.55,1.6,1.1,3.5,1.8,3.5,1.25,3.25,4.2,4.0,9.5,3.25,3.8,3.2,6.5,2.87,5.75,5.5,23.0,2.15,4.2,2.2,10.0,8128.799999999999,8549.699999999999,8754.400000000001,9354.700000000003,7891.3,8296.8,8275.5,9202.699999999999,8388.999999999998,7993.599999999999,8142.899999999999,7781.400000000001,8016.6,8087.7,8424.600000000002,8426.1,-260.1999999999989,556.0999999999995,611.5000000000027,1573.300000000002,-125.30000000000018,209.09999999999945,-149.10000000000218,776.5999999999985
217,G Scott,1.55,1.6,1.1,3.5,1.8,3.5,1.25,2.25,4.2,4.0,9.5,3.25,3.8,3.2,6.5,3.5,5.75,5.5,23.0,2.15,4.2,2.2,10.0,3.0,8549.699999999999,8754.400000000001,9354.700000000003,7891.3,8296.8,8275.5,9202.699999999999,8436.800000000001,7993.599999999999,8142.899999999999,7781.400000000001,8016.6,8087.7,8424.600000000002,8426.1,8147.7,556.0999999999995,611.5000000000027,1573.300000000002,-125.30000000000018,209.09999999999945,-149.10000000000218,776.5999999999985,289.1000000000013
218,S Attwell,1.6,1.1,3.5,1.8,3.5,1.25,2.25,1.6,4.0,9.5,3.25,3.8,3.2,6.5,3.5,4.0,5.5,23.0,2.15,4.2,2.2,10.0,3.0,5.5,8754.400000000001,9354.700000000003,7891.3,8296.8,8275.5,9202.699999999999,8436.800000000001,9058.0,8142.899999999999,7781.400000000001,8016.6,8087.7,8424.600000000002,8426.1,8147.7,8221.699999999999,611.5000000000027,1573.300000000002,-125.30000000000018,209.09999999999945,-149.10000000000218,776.5999999999985,289.1000000000013,836.3000000000011
219,S Hooper,1.1,3.5,1.8,3.5,1.25,2.25,1.6,2.55,9.5,3.25,3.8,3.2,6.5,3.5,4.0,3.1,23.0,2.15,4.2,2.2,10.0,3.0,5.5,3.0,9354.700000000003,7891.3,8296.8,8275.5,9202.699999999999,8436.800000000001,9058.0,7889.200000000001,7781.400000000001,8016.6,8087.7,8424.600000000002,8426.1,8147.7,8221.699999999999,8061.1,1573.300000000002,-125.30000000000018,209.09999999999945,-149.10000000000218,776.5999999999985,289.1000000000013,836.3000000000011,-171.89999999999964
220,J Moss,3.5,1.8,3.5,1.25,2.25,1.6,2.55,3.5,3.25,3.8,3.2,6.5,3.5,4.0,3.1,3.3,2.15,4.2,2.2,10.0,3.0,5.5,3.0,2.05,7891.3,8296.8,8275.5,9202.699999999999,8436.800000000001,9058.0,7889.200000000001,8003.7,8016.6,8087.7,8424.600000000002,8426.1,8147.7,8221.699999999999,8061.1,8154.000000000002,-125.30000000000018,209.09999999999945,-149.10000000000218,776.5999999999985,289.1000000000013,836.3000000000011,-171.89999999999964,-150.300000000002
